file_name,threshold,overall_score,n_nodes,n_edges,avg_degree,isolated_nodes,n_components,largest_cc_ratio,clustering_coef,preliminary_modularity,density,weight_mean,weight_std,suggestions
images/stringdb_result_900.tsv,900,71.42857142857143,5051,14974,6.279659869332805,0,20,0.9827756879825778,0.174273510715192,0.7015663939322205,0.001174083751673524,1.0591212100975025,0.3018079360333039,Lower threshold to 800; Use largest connected component; Filter low-importance nodes
tsv_stringdb/string_interactions_900.tsv,900,78.57142857142857,439,1613,14.113630979498861,0,11,0.9476082004555809,0.3679277387894639,0.6307454761543034,0.01677744146617988,1.9206088034717916,0.06555922891053943,Use largest connected component
tsv_stringdb/string_interactions_800.tsv,800,85.71428571428571,485,2440,18.541459793814433,0,5,0.9835051546391752,0.3609672046158433,0.570826739898432,0.02078895799608077,1.8427475409836065,0.12560696650638786,Use largest connected component
images/stringdb_result_800.tsv,800,71.42857142857143,6550,23582,7.274631450381679,0,13,0.9931297709923664,0.17040346973724702,0.6462921640000009,0.0010994977381314553,1.0102797896700872,0.2917556349402165,Lower threshold to 700; Use largest connected component; Filter low-importance nodes
tsv_stringdb/string_interactions_700.tsv,700,85.71428571428571,524,3683,24.236465648854963,0,3,0.9923664122137404,0.35191826315448377,0.49732183551947373,0.026878110723512327,1.7241254412163995,0.19780335504608593,Use largest connected component
images/stringdb_result_700.tsv,700,71.42857142857143,8050,35320,8.324187329192547,0,6,0.9972670807453416,0.17033374332400789,0.5937145583933777,0.0010902168318428506,0.9486085503963759,0.28691175300992106,Lower threshold to 600; Use largest connected component; Filter low-importance nodes
images/stringdb_result_600.tsv,600,71.42857142857143,10028,54323,9.349248703629836,0,2,0.9998005584363782,0.16296666842594068,0.5385067314869195,0.0010805090316774943,0.8629334351931961,0.28176703574433526,Lower threshold to 500; Use largest connected component; Filter low-importance nodes
tsv_stringdb/string_interactions_600.tsv,600,85.71428571428571,563,5388,30.37327175843695,0,1,1.0,0.34368277067026387,0.4444141974237556,0.03405750839111774,1.5868737936154418,0.26166397968855937,
tsv_stringdb/string_interactions_500.tsv,500,85.71428571428571,574,8056,39.93506620209059,0,1,1.0,0.32462241219713434,0.3930927197302155,0.048987236319633205,1.422711519364449,0.31833449427396765,
images/stringdb_result_500.tsv,500,78.57142857142857,11983,85834,10.930965033797879,0,1,1.0,0.1576662281951302,0.48216291473932127,0.00119562358364106,0.7630178833562459,0.2763031900327918,Filter low-importance nodes
images/stringdb_result_400.tsv,400,78.57142857142857,14148,134860,12.567324003392708,0,1,1.0,0.1396560629493732,0.4254704146651859,0.0013475774851558135,0.6592114044193979,0.27010100805408255,Filter low-importance nodes
tsv_stringdb/string_interactions_400.tsv,400,78.57142857142857,585,11812,50.607063247863245,0,1,1.0,0.2988344890199786,0.3476976491914046,0.06914881161456504,1.2531803250931255,0.3630385971485719,
